Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,io.jhdf.dataset,BitfieldDatasetTest,testBitfieldDataset,Magic Number,The method contains a magic number: 2,55
.,io.jhdf.dataset,BitfieldDatasetTest,test2DBitfieldDataset,Magic Number,The method contains a magic number: 2,76
.,io.jhdf.dataset,BitshuffleDatasetTest,testBitfieldDataset,Long Statement,The length of the statement "return hdfFile.getChildren().values().stream().filter(Dataset.class::isInstance).map(Dataset.class::cast).map(Arguments::of);" is 125.,55
.,io.jhdf.dataset,BitshuffleDatasetTest,testBitfieldDataset,Long Statement,The length of the statement "List<Double> dataAsDouble=Arrays.stream(StringUtils.split(ArrayUtils.toString(data)`"`{}")).map(Double::parseDouble).collect(Collectors.toList());" is 146.,62
.,io.jhdf.dataset,BitshuffleDatasetTest,testBitfieldDataset,Magic Number,The method contains a magic number: 32008,62
.,io.jhdf.dataset,BitshuffleDatasetTest,testBitfieldDataset,Magic Number,The method contains a magic number: 2,62
.,io.jhdf.dataset,BitshuffleDatasetTest,testBitfieldDataset,Magic Number,The method contains a magic number: 4,62
.,io.jhdf.dataset,ByteShuffleChunkedDatasetTest,compressedChunkedDatasetReadTests,Long Statement,The length of the statement "return Arrays.asList(dynamicContainer(HDF5_TEST_EARLIEST_FILE_NAME`Arrays.asList(dynamicTest("float32"`createTest(earliestHdfFile`"/float/float32"`4))`dynamicTest("float64"`createTest(earliestHdfFile`"/float/float64"`9))`dynamicTest("int8"`createTest(earliestHdfFile`"/int/int8"`4))`dynamicTest("int16"`createTest(earliestHdfFile`"/int/int16"`1))`dynamicTest("int32"`createTest(earliestHdfFile`"/int/int32"`7))))`dynamicContainer(HDF5_TEST_LATEST_FILE_NAME`Arrays.asList(dynamicTest("float32"`createTest(latestHdfFile`"/float/float32"`4))`dynamicTest("float64"`createTest(latestHdfFile`"/float/float64"`9))`dynamicTest("int8"`createTest(latestHdfFile`"/int/int8"`4))`dynamicTest("int16"`createTest(latestHdfFile`"/int/int16"`1))`dynamicTest("int32"`createTest(latestHdfFile`"/int/int32"`7)))));" is 794.,59
.,io.jhdf.dataset,ByteShuffleChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 4,59
.,io.jhdf.dataset,ByteShuffleChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 9,59
.,io.jhdf.dataset,ByteShuffleChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 4,59
.,io.jhdf.dataset,ByteShuffleChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 7,59
.,io.jhdf.dataset,ByteShuffleChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 4,59
.,io.jhdf.dataset,ByteShuffleChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 9,59
.,io.jhdf.dataset,ByteShuffleChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 4,59
.,io.jhdf.dataset,ByteShuffleChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 7,59
.,io.jhdf.dataset,ByteShuffleChunkedDatasetTest,createTest,Magic Number,The method contains a magic number: 2,78
.,io.jhdf.dataset,ByteShuffleChunkedDatasetTest,createTest,Magic Number,The method contains a magic number: 2,78
.,io.jhdf.dataset,ChunkedDatasetTest,chunkedDatasetReadTests,Long Statement,The length of the statement "return Arrays.asList(dynamicContainer(HDF5_TEST_EARLIEST_FILE_NAME`Arrays.asList(dynamicTest("float16"`createTest(earliestHdfFile`"/float/float16"))`dynamicTest("float32"`createTest(earliestHdfFile`"/float/float32"))`dynamicTest("float64"`createTest(earliestHdfFile`"/float/float64"))`dynamicTest("int8"`createTest(earliestHdfFile`"/int/int8"))`dynamicTest("int16"`createTest(earliestHdfFile`"/int/int16"))`dynamicTest("int32"`createTest(earliestHdfFile`"/int/int32"))))`dynamicContainer(HDF5_TEST_EARLIEST_FILE_NAME`Arrays.asList(dynamicTest("float16"`createTest(latestHdfFile`"/float/float16"))`dynamicTest("float32"`createTest(latestHdfFile`"/float/float32"))`dynamicTest("float64"`createTest(latestHdfFile`"/float/float64"))`dynamicTest("int8"`createTest(latestHdfFile`"/int/int8"))`dynamicTest("int16"`createTest(latestHdfFile`"/int/int16"))`dynamicTest("int32"`createTest(latestHdfFile`"/int/int32")))));" is 910.,54
.,io.jhdf.dataset,ChunkedV4DatasetTest,testGettingRawChunk,Magic Number,The method contains a magic number: 2,102
.,io.jhdf.dataset,ChunkedV4DatasetTest,testGettingRawChunk,Magic Number,The method contains a magic number: 3,102
.,io.jhdf.dataset,ChunkedV4DatasetTest,testGettingRawChunk,Magic Number,The method contains a magic number: 24,102
.,io.jhdf.dataset,ChunkedV4DatasetTest,testGettingRawChunk,Magic Number,The method contains a magic number: 6,102
.,io.jhdf.dataset,ChunkedV4DatasetTest,testGettingRawChunk,Magic Number,The method contains a magic number: 6,102
.,io.jhdf.dataset,ChunkedV4DatasetTest,testGettingRawChunk,Magic Number,The method contains a magic number: 2,102
.,io.jhdf.dataset,ChunkedV4DatasetTest,testGettingRawChunk,Magic Number,The method contains a magic number: 3,102
.,io.jhdf.dataset,ChunkedV4DatasetTest,testGettingRawChunk,Magic Number,The method contains a magic number: 4,102
.,io.jhdf.dataset,ChunkedV4DatasetTest,testGettingRawChunk,Magic Number,The method contains a magic number: 5,102
.,io.jhdf.dataset,CompactDatasetTest,chunkedDatasetReadTests,Long Statement,The length of the statement "return Arrays.asList(dynamicContainer(HDF5_TEST_EARLIEST_FILE_NAME`Arrays.asList(dynamicTest("float16"`createTest(earliestHdfFile`"/float/float16"))`dynamicTest("float32"`createTest(earliestHdfFile`"/float/float32"))`dynamicTest("float64"`createTest(earliestHdfFile`"/float/float64"))`dynamicTest("int8"`createTest(earliestHdfFile`"/int/int8"))`dynamicTest("int16"`createTest(earliestHdfFile`"/int/int16"))`dynamicTest("int32"`createTest(earliestHdfFile`"/int/int32"))))`dynamicContainer(HDF5_TEST_EARLIEST_FILE_NAME`Arrays.asList(dynamicTest("float16"`createTest(latestHdfFile`"/float/float16"))`dynamicTest("float32"`createTest(latestHdfFile`"/float/float32"))`dynamicTest("float64"`createTest(latestHdfFile`"/float/float64"))`dynamicTest("int8"`createTest(latestHdfFile`"/int/int8"))`dynamicTest("int16"`createTest(latestHdfFile`"/int/int16"))`dynamicTest("int32"`createTest(latestHdfFile`"/int/int32")))));" is 910.,57
.,io.jhdf.dataset,CompoundDatasetTest,test2dCompound,Long Statement,The length of the statement "return Stream.of(Arguments.of(earliestHdfFile.getDatasetByPath("/2d_chunked_compound"))`Arguments.of(earliestHdfFile.getDatasetByPath("/2d_contiguous_compound"))`Arguments.of(latestHdfFile.getDatasetByPath("/2d_chunked_compound"))`Arguments.of(latestHdfFile.getDatasetByPath("/2d_contiguous_compound")));" is 304.,52
.,io.jhdf.dataset,CompoundDatasetTest,test2dCompound,Magic Number,The method contains a magic number: 2,61
.,io.jhdf.dataset,CompoundDatasetTest,test2dCompound,Magic Number,The method contains a magic number: 32.3f,61
.,io.jhdf.dataset,CompoundDatasetTest,test2dCompound,Magic Number,The method contains a magic number: 32.3f,61
.,io.jhdf.dataset,CompoundDatasetTest,test2dCompound,Magic Number,The method contains a magic number: 32.3f,61
.,io.jhdf.dataset,CompoundDatasetTest,test2dCompound,Magic Number,The method contains a magic number: 7.3f,61
.,io.jhdf.dataset,CompoundDatasetTest,test2dCompound,Magic Number,The method contains a magic number: 17.3f,61
.,io.jhdf.dataset,CompoundDatasetTest,test2dCompound,Magic Number,The method contains a magic number: 0.3f,61
.,io.jhdf.dataset,CompoundDatasetTest,test2dCompound,Magic Number,The method contains a magic number: 7.3f,61
.,io.jhdf.dataset,CompoundDatasetTest,test2dCompound,Magic Number,The method contains a magic number: 17.3f,61
.,io.jhdf.dataset,CompoundDatasetTest,test2dCompound,Magic Number,The method contains a magic number: 0.3f,61
.,io.jhdf.dataset,CompoundDatasetTest,test2dCompound,Magic Number,The method contains a magic number: 7.3f,61
.,io.jhdf.dataset,CompoundDatasetTest,test2dCompound,Magic Number,The method contains a magic number: 17.3f,61
.,io.jhdf.dataset,CompoundDatasetTest,test2dCompound,Magic Number,The method contains a magic number: 0.3f,61
.,io.jhdf.dataset,CompoundDatasetTest,testCompound,Long Statement,The length of the statement "return Stream.of(Arguments.of(earliestHdfFile.getDatasetByPath("/chunked_compound"))`Arguments.of(earliestHdfFile.getDatasetByPath("/contiguous_compound"))`Arguments.of(latestHdfFile.getDatasetByPath("/chunked_compound"))`Arguments.of(latestHdfFile.getDatasetByPath("/contiguous_compound")));" is 292.,93
.,io.jhdf.dataset,CompoundDatasetTest,testCompound,Long Statement,The length of the statement "assertThat(doubleData`is(equalTo(new float[][]{{1.0f`2.0f`3.0f}`{16.2f`2.2f`-32.4f}`{-32.1f`-774.1f`-3.0f}`{2.1f`74.1f`-3.8f}})));" is 130.,102
.,io.jhdf.dataset,CompoundDatasetTest,testCompound,Magic Number,The method contains a magic number: 6,102
.,io.jhdf.dataset,CompoundDatasetTest,testCompound,Magic Number,The method contains a magic number: 32.4f,102
.,io.jhdf.dataset,CompoundDatasetTest,testCompound,Magic Number,The method contains a magic number: 32.1f,102
.,io.jhdf.dataset,CompoundDatasetTest,testCompound,Magic Number,The method contains a magic number: 774.1f,102
.,io.jhdf.dataset,CompoundDatasetTest,testCompound,Magic Number,The method contains a magic number: 3.0f,102
.,io.jhdf.dataset,CompoundDatasetTest,testCompound,Magic Number,The method contains a magic number: 3.8f,102
.,io.jhdf.dataset,CompoundDatasetTest,testArrayVariableLength,Long Statement,The length of the statement "return Stream.of(Arguments.of(earliestHdfFile.getDatasetByPath("/array_vlen_chunked_compound"))`Arguments.of(earliestHdfFile.getDatasetByPath("/array_vlen_contiguous_compound"))`Arguments.of(latestHdfFile.getDatasetByPath("/array_vlen_chunked_compound"))`Arguments.of(latestHdfFile.getDatasetByPath("/array_vlen_contiguous_compound")));" is 336.,144
.,io.jhdf.dataset,CompoundDatasetTest,testVariableLengthCompound,Long Statement,The length of the statement "return Stream.of(Arguments.of(earliestHdfFile.getDatasetByPath("/vlen_chunked_compound"))`Arguments.of(earliestHdfFile.getDatasetByPath("/vlen_contiguous_compound"))`Arguments.of(latestHdfFile.getDatasetByPath("/vlen_chunked_compound"))`Arguments.of(latestHdfFile.getDatasetByPath("/vlen_contiguous_compound")));" is 312.,172
.,io.jhdf.dataset,CompoundDatasetTest,testVariableLengthCompound,Magic Number,The method contains a magic number: 3,181
.,io.jhdf.dataset,CompoundDatasetTest,testVariableLengthCompound,Magic Number,The method contains a magic number: 2,181
.,io.jhdf.dataset,CompoundDatasetTest,testVariableLengthCompound,Magic Number,The method contains a magic number: 3,181
.,io.jhdf.dataset,CompoundDatasetTest,testVariableLengthCompound,Magic Number,The method contains a magic number: 2,181
.,io.jhdf.dataset,CompoundDatasetTest,testVariableLengthCompound,Magic Number,The method contains a magic number: 2,181
.,io.jhdf.dataset,CompoundDatasetTest,testVariableLengthCompound,Magic Number,The method contains a magic number: 2,181
.,io.jhdf.dataset,CompoundDatasetTest,testVariableLengthCompound,Magic Number,The method contains a magic number: 2,181
.,io.jhdf.dataset,CompoundDatasetTest,testVariableLengthCompound,Magic Number,The method contains a magic number: 2,181
.,io.jhdf.dataset,CompoundDatasetTest,testVariableLengthCompound,Magic Number,The method contains a magic number: 2,181
.,io.jhdf.dataset,CompoundDatasetTest,testVariableLengthCompound,Magic Number,The method contains a magic number: 2,181
.,io.jhdf.dataset,CompoundDatasetTest,testNestedCompound,Long Statement,The length of the statement "return Stream.of(Arguments.of(earliestHdfFile.getDatasetByPath("/nested_chunked_compound"))`Arguments.of(earliestHdfFile.getDatasetByPath("/nested_contiguous_compound"))`Arguments.of(latestHdfFile.getDatasetByPath("/nested_chunked_compound"))`Arguments.of(latestHdfFile.getDatasetByPath("/nested_contiguous_compound")));" is 320.,207
.,io.jhdf.dataset,CompoundDatasetTest,testNestedCompound,Magic Number,The method contains a magic number: 2.0f,216
.,io.jhdf.dataset,CompoundDatasetTest,testNestedCompound,Magic Number,The method contains a magic number: 2.0f,216
.,io.jhdf.dataset,CompoundDatasetTest,testNestedCompound,Magic Number,The method contains a magic number: 2.0f,216
.,io.jhdf.dataset,CompoundDatasetTest,testNestedCompound,Magic Number,The method contains a magic number: 2.0f,216
.,io.jhdf.dataset,CompressedChunkedDatasetTest,compressedChunkedDatasetReadTests,Long Statement,The length of the statement "List<DynamicTest> datasets=Arrays.asList(dynamicTest("float32"`createTest(earliestHdfFile`"/float/float32"`0.456))`dynamicTest("float32lzf"`createTest(earliestHdfFile`"/float/float32lzf"`0.875))`dynamicTest("float64"`createTest(earliestHdfFile`"/float/float64"`1.637))`dynamicTest("float64lzf"`createTest(earliestHdfFile`"/float/float64lzf"`1.379))`dynamicTest("int8"`createTest(earliestHdfFile`"/int/int8"`0.454))`dynamicTest("int8lzf"`createTest(earliestHdfFile`"/int/int8lzf"`0.636))`dynamicTest("int16"`createTest(earliestHdfFile`"/int/int16"`0.2))`dynamicTest("int16lzf"`createTest(earliestHdfFile`"/int/int16lzf"`1.0))`dynamicTest("int32"`createTest(earliestHdfFile`"/int/int32"`0.625))`dynamicTest("int32lzf"`createTest(earliestHdfFile`"/int/int32lzf"`0.833)));" is 768.,54
.,io.jhdf.dataset,CompressedChunkedDatasetTest,compressedChunkedDatasetReadTests,Long Statement,The length of the statement "return Arrays.asList(dynamicContainer(HDF5_TEST_EARLIEST_FILE_NAME`datasets)`dynamicContainer(HDF5_TEST_LATEST_FILE_NAME`datasets));" is 132.,54
.,io.jhdf.dataset,CompressedChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 0.456,54
.,io.jhdf.dataset,CompressedChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 0.875,54
.,io.jhdf.dataset,CompressedChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 1.637,54
.,io.jhdf.dataset,CompressedChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 1.379,54
.,io.jhdf.dataset,CompressedChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 0.454,54
.,io.jhdf.dataset,CompressedChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 0.636,54
.,io.jhdf.dataset,CompressedChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 0.2,54
.,io.jhdf.dataset,CompressedChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 0.625,54
.,io.jhdf.dataset,CompressedChunkedDatasetTest,compressedChunkedDatasetReadTests,Magic Number,The method contains a magic number: 0.833,54
.,io.jhdf.dataset,CompressedChunkedDatasetTest,createTest,Magic Number,The method contains a magic number: 0.01,74
.,io.jhdf.dataset,DatasetByAddressTest,scalarDatasetTests,Long Statement,The length of the statement "return Collections.singletonList(dynamicContainer("earliest"`Arrays.asList(dynamicTest("fixed ASCII"`createTest(earliestHdfFile`800))`dynamicTest("fixed ASCII 1 char"`createTest(earliestHdfFile`1400))`dynamicTest("variable ASCII"`createTest(earliestHdfFile`1672))`dynamicTest("variable UTF8"`createTest(earliestHdfFile`6654)))));" is 329.,52
.,io.jhdf.dataset,DatasetByAddressTest,scalarDatasetTests,Magic Number,The method contains a magic number: 800,52
.,io.jhdf.dataset,DatasetByAddressTest,scalarDatasetTests,Magic Number,The method contains a magic number: 1400,52
.,io.jhdf.dataset,DatasetByAddressTest,scalarDatasetTests,Magic Number,The method contains a magic number: 1672,52
.,io.jhdf.dataset,DatasetByAddressTest,scalarDatasetTests,Magic Number,The method contains a magic number: 6654,52
.,io.jhdf.dataset,EmptyDatasetTest,emptyDatasetTests,Long Statement,The length of the statement "return Arrays.asList(dynamicContainer("earliest"`Arrays.asList(dynamicTest("float32"`createTest(earliestHdfFile`"empty_float_32"`Float.class))`dynamicTest("float64"`createTest(earliestHdfFile`"empty_float_64"`Double.class))`dynamicTest("int8"`createTest(earliestHdfFile`"empty_int_8"`Byte.class))`dynamicTest("int16"`createTest(earliestHdfFile`"empty_int_16"`Short.class))`dynamicTest("int32"`createTest(earliestHdfFile`"empty_int_32"`Integer.class))`dynamicTest("int64"`createTest(earliestHdfFile`"empty_int_64"`Long.class))`dynamicTest("uint8"`createTest(earliestHdfFile`"empty_uint_8"`Integer.class))`dynamicTest("uint16"`createTest(earliestHdfFile`"empty_uint_16"`Integer.class))`dynamicTest("uint32"`createTest(earliestHdfFile`"empty_uint_32"`Long.class))`dynamicTest("uint64"`createTest(earliestHdfFile`"empty_uint_64"`BigInteger.class))`dynamicTest("string"`createTest(earliestHdfFile`"empty_string"`String.class))))`dynamicContainer("latest"`Arrays.asList(dynamicTest("float32"`createTest(latestHdfFile`"empty_float_32"`Float.class))`dynamicTest("float64"`createTest(latestHdfFile`"empty_float_64"`Double.class))`dynamicTest("int8"`createTest(latestHdfFile`"empty_int_8"`Byte.class))`dynamicTest("int16"`createTest(latestHdfFile`"empty_int_16"`Short.class))`dynamicTest("int32"`createTest(latestHdfFile`"empty_int_32"`Integer.class))`dynamicTest("int64"`createTest(latestHdfFile`"empty_int_64"`Long.class))`dynamicTest("uint8"`createTest(latestHdfFile`"empty_uint_8"`Integer.class))`dynamicTest("uint16"`createTest(latestHdfFile`"empty_uint_16"`Integer.class))`dynamicTest("uint32"`createTest(latestHdfFile`"empty_uint_32"`Long.class))`dynamicTest("uint64"`createTest(latestHdfFile`"empty_uint_64"`BigInteger.class))`dynamicTest("string"`createTest(latestHdfFile`"empty_string"`String.class)))));" is 1804.,52
.,io.jhdf.dataset,FillValueDatasetTest,fillValueTests,Long Statement,The length of the statement "return Arrays.asList(dynamicContainer("earliest"`Arrays.asList(dynamicTest("float32"`createTest(earliestHdfFile`"float/float32"`float.class`33.33f))`dynamicTest("float64"`createTest(earliestHdfFile`"float/float64"`double.class`123.456))`dynamicTest("int8"`createTest(earliestHdfFile`"int/int8"`byte.class`(byte)8))`dynamicTest("int16"`createTest(earliestHdfFile`"int/int16"`short.class`(short)16))`dynamicTest("int32"`createTest(earliestHdfFile`"int/int32"`int.class`32))`dynamicTest("int64"`createTest(earliestHdfFile`"no_fill"`byte.class`null))))`dynamicContainer("latest"`Arrays.asList(dynamicTest("float32"`createTest(latestHdfFile`"float/float32"`float.class`33.33f))`dynamicTest("float64"`createTest(latestHdfFile`"float/float64"`double.class`123.456))`dynamicTest("int8"`createTest(latestHdfFile`"int/int8"`byte.class`(byte)8))`dynamicTest("int16"`createTest(latestHdfFile`"int/int16"`short.class`(short)16))`dynamicTest("int32"`createTest(latestHdfFile`"int/int32"`int.class`32))`dynamicTest("int64"`createTest(latestHdfFile`"no_fill"`byte.class`null)))));" is 1064.,50
.,io.jhdf.dataset,FillValueDatasetTest,fillValueTests,Magic Number,The method contains a magic number: 33.33f,50
.,io.jhdf.dataset,FillValueDatasetTest,fillValueTests,Magic Number,The method contains a magic number: 123.456,50
.,io.jhdf.dataset,FillValueDatasetTest,fillValueTests,Magic Number,The method contains a magic number: 8,50
.,io.jhdf.dataset,FillValueDatasetTest,fillValueTests,Magic Number,The method contains a magic number: 16,50
.,io.jhdf.dataset,FillValueDatasetTest,fillValueTests,Magic Number,The method contains a magic number: 32,50
.,io.jhdf.dataset,FillValueDatasetTest,fillValueTests,Magic Number,The method contains a magic number: 33.33f,50
.,io.jhdf.dataset,FillValueDatasetTest,fillValueTests,Magic Number,The method contains a magic number: 123.456,50
.,io.jhdf.dataset,FillValueDatasetTest,fillValueTests,Magic Number,The method contains a magic number: 8,50
.,io.jhdf.dataset,FillValueDatasetTest,fillValueTests,Magic Number,The method contains a magic number: 16,50
.,io.jhdf.dataset,FillValueDatasetTest,fillValueTests,Magic Number,The method contains a magic number: 32,50
.,io.jhdf.dataset,FloatSpecialValuesTest,specialFloatValuesTests,Long Statement,The length of the statement "return Arrays.asList(dynamicContainer("earliest"`Arrays.asList(dynamicTest("float16"`testFloat(earliestHdfFile`"float16"))`dynamicTest("float32"`testFloat(earliestHdfFile`"float32"))`dynamicTest("float64"`testDouble(earliestHdfFile`"float64"))))`dynamicContainer("latest"`Arrays.asList(dynamicTest("float16"`testFloat(latestHdfFile`"float16"))`dynamicTest("float32"`testFloat(latestHdfFile`"float32"))`dynamicTest("float64"`testDouble(latestHdfFile`"float64")))));" is 464.,51
.,io.jhdf.dataset,FloatSpecialValuesTest,testDouble,Magic Number,The method contains a magic number: 2,72
.,io.jhdf.dataset,FloatSpecialValuesTest,testDouble,Magic Number,The method contains a magic number: 3,72
.,io.jhdf.dataset,FloatSpecialValuesTest,testDouble,Magic Number,The method contains a magic number: 4,72
.,io.jhdf.dataset,FloatSpecialValuesTest,testFloat,Magic Number,The method contains a magic number: 2,84
.,io.jhdf.dataset,FloatSpecialValuesTest,testFloat,Magic Number,The method contains a magic number: 3,84
.,io.jhdf.dataset,FloatSpecialValuesTest,testFloat,Magic Number,The method contains a magic number: 4,84
.,io.jhdf.dataset,Lz4DatasetTest,testBitfieldDataset,Long Statement,The length of the statement "return hdfFile.getChildren().values().stream().filter(Dataset.class::isInstance).map(Dataset.class::cast).map(Arguments::of);" is 125.,55
.,io.jhdf.dataset,Lz4DatasetTest,testBitfieldDataset,Long Statement,The length of the statement "List<Double> dataAsDouble=Arrays.stream(StringUtils.split(ArrayUtils.toString(data)`"`{}")).map(Double::parseDouble).collect(Collectors.toList());" is 146.,62
.,io.jhdf.dataset,Lz4DatasetTest,testBitfieldDataset,Magic Number,The method contains a magic number: 32004,62
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,testGetData1,Magic Number,The method contains a magic number: 5,54
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,testGetData1,Magic Number,The method contains a magic number: 1.0E-9,54
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,testGetData1,Magic Number,The method contains a magic number: 1.0E-9,54
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,testGetData1,Magic Number,The method contains a magic number: 5,54
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,testGetData1,Magic Number,The method contains a magic number: 1.0E-9,54
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,testGetData1,Magic Number,The method contains a magic number: 2,54
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,testGetData1,Magic Number,The method contains a magic number: 1.0E-9,54
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,testGetData2,Magic Number,The method contains a magic number: 8,84
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,testGetData2,Magic Number,The method contains a magic number: 2,84
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,testGetData2,Magic Number,The method contains a magic number: 3,84
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,testGetData2,Magic Number,The method contains a magic number: 4,84
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,testGetData2,Magic Number,The method contains a magic number: 5,84
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,testGetData2,Magic Number,The method contains a magic number: 6,84
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,testGetData2,Magic Number,The method contains a magic number: 2,84
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,testGetData2,Magic Number,The method contains a magic number: 7,84
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,getAccessingArrayDataType,Long Identifier,The length of the identifier myReferencePointMemberDataType is 30.,108
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,getAccessingArrayDataType,Magic Number,The method contains a magic number: 4,108
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,getAccessingArrayDataType,Magic Number,The method contains a magic number: 2,108
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,getAccessingArrayDataType,Magic Number,The method contains a magic number: 8,108
.,io.jhdf.dataset,MultidimensionalArrayDatasetTest,getAccessingArrayDataType,Magic Number,The method contains a magic number: 3,108
.,io.jhdf.dataset,OddDatasetTest,compressedChunkedDatasetReadTests,Long Statement,The length of the statement "return Arrays.asList(dynamicContainer(HDF5_TEST_EARLIEST_FILE_NAME`Arrays.asList(dynamicTest("8D_int16"`createTest(earliestHdfFile`"/8D_int16"))`dynamicTest("1D_int16"`createTest(earliestHdfFile`"/1D_int16"))))`dynamicContainer(HDF5_TEST_LATEST_FILE_NAME`Arrays.asList(dynamicTest("8D_int16"`createTest(latestHdfFile`"/8D_int16"))`dynamicTest("1D_int16"`createTest(latestHdfFile`"/1D_int16")))));" is 396.,51
.,io.jhdf.dataset,OpaqueDatasetTest,testTimestampsEarliest,Magic Number,The method contains a magic number: 2,53
.,io.jhdf.dataset,OpaqueDatasetTest,testTimestampsEarliest,Magic Number,The method contains a magic number: 3,53
.,io.jhdf.dataset,OpaqueDatasetTest,testTimestampsEarliest,Magic Number,The method contains a magic number: 4,53
.,io.jhdf.dataset,OpaqueDatasetTest,testTimestampsLatest,Magic Number,The method contains a magic number: 2,70
.,io.jhdf.dataset,OpaqueDatasetTest,testTimestampsLatest,Magic Number,The method contains a magic number: 3,70
.,io.jhdf.dataset,OpaqueDatasetTest,testTimestampsLatest,Magic Number,The method contains a magic number: 4,70
.,io.jhdf.dataset,OpaqueDatasetTest,test2DStringEarliest,Magic Number,The method contains a magic number: 5,87
.,io.jhdf.dataset,OpaqueDatasetTest,test2DStringEarliest,Magic Number,The method contains a magic number: 7,87
.,io.jhdf.dataset,OpaqueDatasetTest,test2DStringLatest,Magic Number,The method contains a magic number: 5,106
.,io.jhdf.dataset,OpaqueDatasetTest,test2DStringLatest,Magic Number,The method contains a magic number: 7,106
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Long Statement,The length of the statement "return Arrays.asList(dynamicContainer("earliest"`Arrays.asList(dynamicTest("float32"`createTest(earliestHdfFile`"scalar_float_32"`123.45f))`dynamicTest("float64"`createTest(earliestHdfFile`"scalar_float_64"`123.45d))`dynamicTest("int8"`createTest(earliestHdfFile`"scalar_int_8"`(byte)123))`dynamicTest("int16"`createTest(earliestHdfFile`"scalar_int_16"`(short)123))`dynamicTest("int32"`createTest(earliestHdfFile`"scalar_int_32"`123))`dynamicTest("int64"`createTest(earliestHdfFile`"scalar_int_64"`(long)123))`dynamicTest("uint8"`createTest(earliestHdfFile`"scalar_uint_8"`123))`dynamicTest("uint16"`createTest(earliestHdfFile`"scalar_uint_16"`123))`dynamicTest("uint32"`createTest(earliestHdfFile`"scalar_uint_32"`(long)123))`dynamicTest("uint64"`createTest(earliestHdfFile`"scalar_uint_64"`BigInteger.valueOf(123)))`dynamicTest("string"`createTest(earliestHdfFile`"scalar_string"`"hello"))))`dynamicContainer("latest"`Arrays.asList(dynamicTest("float32"`createTest(latestHdfFile`"scalar_float_32"`123.45f))`dynamicTest("float64"`createTest(latestHdfFile`"scalar_float_64"`123.45d))`dynamicTest("int8"`createTest(latestHdfFile`"scalar_int_8"`(byte)123))`dynamicTest("int16"`createTest(latestHdfFile`"scalar_int_16"`(short)123))`dynamicTest("int32"`createTest(latestHdfFile`"scalar_int_32"`123))`dynamicTest("int64"`createTest(latestHdfFile`"scalar_int_64"`(long)123))`dynamicTest("uint8"`createTest(latestHdfFile`"scalar_uint_8"`123))`dynamicTest("uint16"`createTest(latestHdfFile`"scalar_uint_16"`123))`dynamicTest("uint32"`createTest(latestHdfFile`"scalar_uint_32"`(long)123))`dynamicTest("uint64"`createTest(latestHdfFile`"scalar_uint_64"`BigInteger.valueOf(123)))`dynamicTest("string"`createTest(latestHdfFile`"scalar_string"`"hello")))));" is 1744.,52
